id,Decision_Date,Employer,City_State,Case_Status,Job_Title,Wage_Offer
A-15229-09076,2016-02-18,"Hsu's Ginseng Enterprises, Inc","Wausau, WI",Certified-Expired,"Microbiologists, Level I","38,168.00/Year"
A-15236-11142,2016-02-18,"Hermes Microvision, Inc.","San Jose, CA",Certified-Expired,"Material Engineers, Level II","87,942.00/Year"
A-15238-11814,2016-02-18,Google Inc.,"Mountain View, CA",Certified-Expired,"Software Developers, Applications, Level II","140,000.00/Year"
A-15243-13087,2016-02-18,Google Inc.,"Mountain View, CA",Certified-Expired,"Software Developers, Applications, Level II","120,349.00/Year"
A-15263-19637,2016-02-18,New Frontier Investment Consulting And Management,"Los Banos, CA",Certified-Expired,"General and Operations Managers, Level III","91,749.00/Year"
A-15271-22606,2016-02-18,Amazon Corporate Llc,"Seattle, WA",Certified-Expired,"Software Developers, Systems Software, Level II","93,621.00/Year"
A-16049-74355,2016-02-18,Lasell College,"Newton, MA",Withdrawn,"Assistant Professor - English as second language, Level III","56,763.00/Year"
A-15173-89604,2016-02-17,Mentor Graphics Corporation,"Wilsonville, OR",Certified-Expired,"Computer Systems Analysts, Level III","88,088.00/Year"
A-15218-06213,2016-02-17,"Epitope Diagnostics, Inc.","San Diego, CA",Certified-Expired,"Biomedical Engineers, Level II","82,306.00/Year"
A-15219-06398,2016-02-17,Mediatek Usa Inc.,"San Jose, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level III","125,965.00/Year"
A-15226-08703,2016-02-17,"Samsung Austin Semiconductor, Llc","Austin, TX",Certified-Expired,"Electronics Engineers, Except Computer, Level II","120,000.00/Year"
A-15236-11279,2016-02-17,Alpha And Omega Semiconductor,"Sunnyvale, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level II","115,000.00/Year"
A-15257-17407,2016-02-17,Thesa,"San Antonio, TX",Withdrawn,"Combined Food Preparation and Serving Workers, Including Fast Fo, Level I",8.10/Hour
A-15259-18382,2016-02-17,"3360 Magnolia Ave, Inc.","Long Beach, CA",Certified-Expired,"Health Educators, Level I","29,640.00/Year"
A-15267-21372,2016-02-17,Qhub Logistics Corporation,"Houston, TX",Certified-Expired,"Operations Specialist, Level IV","45,000.00/Year"
A-15050-52013,2016-02-16,Hewlett-packard Company,"Palo Alto, CA",Certified-Expired,"Logisticians, Level II","87,200.00/Year"
A-15141-78928,2016-02-16,"Cadence Design Systems, Inc.","San Jose, CA",Certified-Expired,"Electrical Engineers, Level IV","155,000.00/Year"
A-15195-97997,2016-02-16,Apple Inc.,"Cupertino, CA",Certified-Expired,"Computer Hardware Engineers, Level IV","161,200.00/Year"
A-15258-17930,2016-02-16,Nvidia Corporation,"Santa Clara, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level II","121,000.00/Year"
A-15040-49433,2016-02-12,"Formosa Plastics Corporation, Texas","Point Comfort, TX",Certified-Expired,"Process Engineer, Level I","76,188.00/Year"
A-15041-49456,2016-02-12,"Formosa Plastics Corporation, Texas","Point Comfort, TX",Certified-Expired,"Mechanical Engineer, Level I","75,477.00/Year"
A-15154-82655,2016-02-12,"Atoptech, Inc.","Santa Clara, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level II","106,517.00/Year"
A-15162-85801,2016-02-12,Jwda-ms Architects,"Rosemead, CA",Certified-Expired,"Architectural Design Associate, Level II","73,882.00/Year"
A-15198-99564,2016-02-12,Crispin Porter + Bogusky Llc,"Santa Monica, CA",Certified-Expired,"Market Research Analysts and Marketing Specialists, Level III","85,000.00/Year"
A-15205-01975,2016-02-12,Leg Avenue Inc.,"City of Industry, CA",Certified-Expired,"Computer Systems Analyst, Level II","76,648.00/Year"
A-15226-08832,2016-02-12,"Samsung Austin Semiconductor, Llc","Austin, TX",Certified-Expired,"Electronics Engineers, Except Computer, Level II","119,745.00/Year"
A-15230-09577,2016-02-12,Epoch Life Science Inc,"Missouri City, TX",Certified-Expired,"Biochemists and Biophysicists, Level I","50,000.00/Year"
A-15232-10464,2016-02-12,"Genji Midland, Inc.","Midland, MI",Certified-Expired,"Chefs and Head Cooks, Level III","50,000.00/Year"
A-15259-18037,2016-02-12,Acupuncture Center Inc. Dba Midwest College Of Om,"Racine, WI",Certified-Expired,"Health Diagnosing&Treating Practitioner, Level I","45,926.00/Year"
A-15272-23233,2016-02-12,Muy Pizza Southeast Llc,"GREENSBORO, NC",Certified-Expired,"COMBINED FOOD PREPARATION AND SERVING WORKERS, INCLUDING FAST FO, Level I","16,827.00/Year"
A-15163-86184,2016-02-11,Microsoft Corporation,"Redmond, WA",Certified-Expired,"Software Developers, Applications, Level II","113,270.00/Year"
A-15208-02373,2016-02-11,"Unistar Logistics, Inc.","DORAL, FL",Certified-Expired,"INTERNATIONAL COMMUNICATION SPECIALIST, Level II","54,746.00/Year"
A-15215-04828,2016-02-11,"Synaptics, Inc","San Jose, CA",Certified-Expired,"Marketing Managers, Level II","150,030.00/Year"
A-15225-08051,2016-02-11,"Aecom Technical Services, Inc.","Orange, CA",Certified-Expired,"Civil Engineers, Level II","100,859.20/Year"
A-15226-08578,2016-02-11,"Samsung Austin Semiconductor, Llc","Austin, TX",Certified-Expired,"Electronics Engineers, Except Computer, Level II","86,507.00/Year"
A-15226-08608,2016-02-11,"Impact Images, Inc.","Corona, CA",Certified-Expired,"Purchasing Agents, Except Wholesale, Retail, and Farm Products, Level II","46,987.00/Year"
A-15233-10780,2016-02-11,Swa Group,"SAN FRANCISCO, CA",Certified-Expired,"Landscape Architects, Level I","65,499.00/Year"
A-15140-78485,2016-02-10,Mediatek Usa Inc.,"San Jose, CA",Certified-Expired,"Electrical Engineers, Level II","102,606.00/Year"
A-15154-82474,2016-02-10,Apple Inc.,"Cupertino, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level IV","167,038.00/Year"
A-15208-02235,2016-02-10,Fabrique Ltd,"Branford, CT",Certified-Expired,"Soft Goods Designer, Level II","59,301.00/Year"
A-15214-04473,2016-02-10,"Crystal Window & Door Systems, Ltd.","Flushing, NY",Certified-Expired,"Industrial-Organizational Psychologist, Level I","67,954.00/Year"
A-15217-05773,2016-02-10,Edward Chen Perinatalogy Corporation,"Monterey Park, CA",Certified-Expired,"Medical Secretary, Level IV","43,763.00/Year"
A-15225-08153,2016-02-10,Amazon Corporate Llc,"Seattle, WA",Certified-Expired,"Software Developers, Applications, Level II","97,219.00/Year"
A-15226-08855,2016-02-10,Ayc Group Llc,"Garland, TX",Certified-Expired,"Management Analysts, Level II","75,774.00/Year"
A-15229-09060,2016-02-10,"Asml Us,inc","Santa Clara, CA",Certified-Expired,"Software Developers, Applications, Level II","110,849.00/Year"
A-15229-09130,2016-02-10,"Samsung Austin Semiconductor, Llc","Austin, TX",Certified-Expired,"Materials Engineers, Level II","103,126.00/Year"
A-15216-05291,2016-02-09,"Iwin, Inc.","San Francisco, CA",Certified-Expired,"Multimedia Artists and Animators, Level III","83,949.00/Year"
A-14337-30424,2016-02-08,Baby Trend Inc.,"Ontario, CA",Certified-Expired,"Commercial and Industrial Designers, Level II","46,426.00/Year"
A-15013-41999,2016-02-08,"X-treme Care, Llc","FLUSHING, NY",Certified-Expired,"HOME HEALTH AIDES, Level III","23,483.00/Year"
A-15211-03728,2016-02-08,The University Of Mississippi,"University, MS",Certified-Expired,"Recreation & Fitness Studies Teachers, Postseconary, Level I","63,136.00/Year"
A-15201-99926,2016-02-05,Yahoo! Inc.,"Sunnyvale, CA",Certified-Expired,"Software Developers, Applications, Level II","109,762.00/Year"
A-15222-07107,2016-02-05,"South Shore Mental Health Center, Inc.","Quincy, MA",Certified-Expired,"Recreational Therapist/Music Therapist II, Level II","49,920.00/Year"
A-15219-06588,2016-02-04,"Amagic Holographics, Inc.","Santa Ana, CA",Certified-Expired,"Industrial Engineers, Level II","82,264.00/Year"
A-15182-94014,2016-02-03,"Omnivision Technologies, Inc.","Santa Clara, CA",Certified-Expired,"Materials Engineers, Level II","87,942.00/Year"
A-15191-97065,2016-02-03,"Oppo Digital, Inc.","Mountain View, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level II","106,517.00/Year"
A-15238-11857,2016-02-03,"Defender Services, Inc.","Anderson, SC",Certified-Expired,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners, Level I",8.05/Hour
A-16021-63713,2016-02-03,"Hermes Microvision, Inc.","San Jose, CA",Withdrawn,"Sostware Developer, Systems Software, Level I","100,277.00/Year"
A-16022-64221,2016-02-03,"Hermes Microvision, Inc.","San Jose, CA",Withdrawn,"Sostware Developer, Systems Software, Level I","100,277.00/Year"
A-15147-80287,2016-02-02,Global Communication Semiconductor,"Torrance, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level II","84,448.00/Year"
A-15168-87792,2016-02-02,Phihong Usa Corporation,"Fremont, CA",Certified-Expired,"Budget Analysts, Level I","57,616.00/Year"
A-15217-05603,2016-02-02,Muy Pizza Southeast Llc,"WAYNESBORO, VA",Certified-Expired,"Combined Food Preparation and Serving Workers, Including Fast Fo, Level I","16,765.00/Year"
A-15217-05657,2016-02-02,Wesley Spectrum Services,"Greensburg, PA",Certified-Expired,"Marriage and Family Therapists, Level III","36,400.00/Year"
A-15224-07757,2016-02-02,International Fireproof Technology Inc.,"Irvine, CA",Certified-Expired,"Software Developers, Applications, Level II","85,446.00/Year"
A-15104-66743,2016-02-01,"Asml Us,inc","Wilton, CT",Certified-Expired,"Software Developers, Systems Software, Level I","100,174.00/Year"
A-15131-75157,2016-02-01,"Autodesk, Inc.","San Rafael, CA",Certified-Expired,"Computer Systems Analysts, Level I","106,600.00/Year"
A-15243-13400,2016-02-01,"Asa Computers, Inc","Mountain View, CA",Certified-Expired,"Network and Computer Systems Administrators, Level II","82,576.00/Year"
A-15238-11700,2016-01-29,"Interfysio, Llc","New York, NY",Certified-Expired,"Occupational Therapists, Level II","71,822.00/Year"
A-14340-31621,2016-01-28,"Lynn University, Inc.","Boca Raton, FL",Certified-Expired,"Art, Drama, and Music Teachers, Postsecondary, Level I","41,420.00/Year"
A-15181-93132,2016-01-28,Amazon Corporate Llc,"Seattle, WA",Certified-Expired,"Information Security Analysts, Level II","85,900.00/Year"
A-15198-99377,2016-01-28,The Pennsylvania State University,"University Park, PA",Certified-Expired,"Assistant Professor, Level I","74,844.00/Year"
A-15198-99607,2016-01-28,"Jkh Designs, Inc.","BEVERLY HILLS, CA",Certified-Expired,"Interior Designers, Level I","34,278.00/Year"
A-15201-00001,2016-01-28,"Micron Technology, Inc.","Milpitas, CA",Certified-Expired,"Electronics Engineers, Except Computer, Level III","132,000.00/Year"
A-15209-02900,2016-01-28,Muy Pizza Llc,"YOAKUM, TX",Certified-Expired,"COOKS, FAST FOOD, Level I","16,723.00/Year"
A-15212-04417,2016-01-28,"Defender Services, Inc.","Anderson, SC",Certified-Expired,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners, Level I",8.05/Hour
A-14181-84093,2016-01-27,"Omnivision Technologies, Inc.","Santa clara, CA",Withdrawn,"Materials Engineers, Level II","88,816.00/Year"
A-14350-35124,2016-01-27,"Vivaki, Inc.","Seattle, WA",Certified-Expired,"Software Developers, Applications, Level II","98,000.00/Year"
A-15050-52090,2016-01-27,Foxconn Hon Hai Logistics Texas Llc,"Houston, TX",Certified-Expired,"Purchasing Agents, Except Wholesale, Retail, and Farm Products, Level II","53,165.00/Year"
A-15167-87547,2016-01-27,Ambarella Corp,"Santa Clara, CA",Certified-Expired,"Electrical Engineers, Level II","102,606.00/Year"
A-15170-89097,2016-01-27,Royal Appliance Mfg. Co. Dba Tti Floor Care,"Glenwillow, OH",Certified-Expired,"Commercial and Industrial Designers, Level I","55,000.00/Year"
A-15212-04106,2016-01-27,"Nutanix, Inc.","San Jose, CA",Certified-Expired,"Software Developers, Applications, Level II","110,000.00/Year"
A-15212-04411,2016-01-27,"Defender Services, Inc.","Anderson, SC",Certified-Expired,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners, Level I",8.05/Hour
A-15236-11313,2016-01-27,"Valiantica, Inc.","San Jose, CA",Certified-Expired,"Computer Programmers, Level IV","114,700.00/Year"
A-14351-35617,2016-01-26,Hewlett-packard Company,"Palo Alto, CA",Certified-Expired,"Market Research Analysts and Marketing Specialists, Level IV","130,767.00/Year"
A-15154-82599,2016-01-26,W Green Hotel Groups,"Newark, NJ",Certified-Expired,"Market Research Analysts and Marketing Specialists, Level II","59,758.00/Year"
A-15173-89615,2016-01-26,Kent State University,"Kent, OH",Certified-Expired,"Librarians, Level II","58,220.00/Year"
A-15225-08314,2016-01-26,"Hsu's Ginseng Enterprises, Inc.","Wausau, WI",Certified-Expired,"Accountants and Auditors, Level II","53,477.00/Year"
A-15231-09827,2016-01-26,University Of North Dakota,"Grand Forks, ND",Certified-Expired,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsec, Level I","77,690.00/Year"
A-15166-86564,2016-01-25,Phihong Usa Corporation,"Fremont, CA",Certified-Expired,"Management Analysts, Level II","80,226.00/Year"
A-15173-89748,2016-01-25,Intel Corporation,"Hillsboro, OR",Certified-Expired,"Materials Engineers, Level III","93,579.00/Year"
A-15173-89816,2016-01-25,Intel Corporation,"Hillsboro, OR",Certified-Expired,"Materials Engineers, Level III","93,579.00/Year"
A-15174-90010,2016-01-25,Intel Corporation,"Chandler, AZ",Certified-Expired,"Software Developers, Systems Software, Level III","99,736.00/Year"
A-15154-82750,2016-01-22,Intel Corporation,"Hillsboro, OR",Certified-Expired,Materials Engineers,"78,073.00/Year"
A-15155-83283,2016-01-22,Intel Corporation,"Santa Clara, CA",Certified-Expired,"Computer and Information Research Scientists, Level I","108,597.00/Year"
A-15157-83789,2016-01-22,Intel Corporation,"Hillsboro, OR",Certified-Expired,"Materials Engineers, Level III","93,579.00/Year"
A-15182-93681,2016-01-22,Intel Corporation,"Hillsboro, OR",Certified-Expired,"Materials Engineers, Level III","93,579.00/Year"
A-13301-06136,2016-01-21,Pvci Charter School,"Hadley, MA",Certified-Expired,"Elementary School Teachers, Except Special Education, Level II","56,003.00/Year"
A-14251-04858,2016-01-21,"Foxconn Ems, Inc.","Houston, TX",Certified-Expired,"Industrial Engineering Technician, Level III","78,062.00/Year"
A-14265-09003,2016-01-21,International Rectifier Corporation,"IRVINE, CA",Withdrawn,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER, Level II","104,000.00/Year"
A-15148-80457,2016-01-21,The Execu|search Group,"New York, NY",Certified-Expired,"Occupational Therapist, Level II","71,850.00/Year"
A-15168-88079,2016-01-21,Microsoft Corporation,"Redmond, WA",Certified-Expired,"Software Developers, Applications, Level III","130,514.00/Year"
A-15176-91489,2016-01-21,Microsoft Corporation,"Redmond, WA",Certified-Expired,"Computer Systems Analysts, Level IV","131,950.00/Year"
A-15201-99880,2016-01-21,"Microfusion Engineering Laboratories, Inc","Norcross, GA",Certified-Expired,"Controls Engineering Project Manager, Level II","112,674.00/Year"
A-15195-97745,2016-01-20,"Lin & Lincoln Cpa's, Llc","Glenview, IL",Certified-Expired,"Accountants and Auditors, Level I","43,846.00/Year"
A-16015-61957,2016-01-20,"Design Tec, Inc.","Newport Beach, CA",Withdrawn,"Market Research Analyst and Marketing Specialist, Level II","56,285.00/Year"
A-16015-62005,2016-01-20,"Oracle America, Inc.","Santa Clara, CA",Withdrawn,"Electronics Engineers, Except Computer, Level II","122,377.00/Year"
A-15147-80054,2016-01-19,Uimco Limited Inc.,"Santa Fe Springs, CA",Certified-Expired,"Accountants and Auditors, Level I","48,027.00/Year"
A-15154-82617,2016-01-19,The Execu|search Group,"New York, NY",Certified-Expired,"Occupational Therapist, Level II","71,850.00/Year"
A-15166-86789,2016-01-19,"Tinyco, Inc.","San Francisco, CA",Certified-Expired,"Art Directors, Level II","97,323.00/Year"
A-15167-87424,2016-01-19,"Wolters Kluwer Financial Services, Inc.","St. Cloud, MN",Certified-Expired,"Computer Systems Analysts, Level I","46,910.00/Year"
A-15174-90130,2016-01-19,Ers Security Alarm Systems,"EL MONTE, CA",Certified-Expired,MARKETING MANAGERS,"110,000.00/Year"
A-15176-91573,2016-01-19,Tcl Research America Inc.,"San Jose, CA",Certified-Expired,"Software Developer, Level II","115,253.00/Year"
A-15201-00042,2016-01-19,Microsoft Corporation,"Redmond, WA",Certified-Expired,"Software Developers, Applications, Level II","110,000.00/Year"
A-15154-82680,2016-01-15,The Execu|search Group,"New York, NY",Certified-Expired,"Occupational Therapist, Level II","71,850.00/Year"
A-15187-94971,2016-01-15,"Delmar Systems, Inc.","HOUSTON, TX",Certified-Expired,"GEOTECHNICAL PROJECT ENGINEER II, Level III","110,677.00/Year"
A-15190-96358,2016-01-15,"Thong, Yu, Wong & Lee, Llp","Rosemead, CA",Certified-Expired,"Accountants and Auditors, Level II","63,066.00/Year"
A-15191-96940,2016-01-15,"Motif Investing, Inc.","San Mateo, CA",Certified-Expired,"Software Developers, Applications, Level II","100,000.00/Year"
A-15196-98362,2016-01-15,"Weekly Lalala, Llc","Torrance, CA",Certified-Expired,"Advertising and Promotions Managers, Level II","110,573.00/Year"
A-15133-76005,2016-01-14,Microsoft Corporation,"Redmond, WA",Certified-Expired,"Software Developers, Applications, Level II","120,000.00/Year"
A-15161-85137,2016-01-14,Microsoft Corporation,"Redmond, WA",Certified-Expired,"Software Developers, Applications, Level I","115,236.00/Year"
A-15183-94356,2016-01-13,California Institute Of Technology,"Pasadena, CA",Certified-Expired,"Audio-Visual and Multimedia Collections Specialists, Level III","50,169.60/Year"
A-15187-94883,2016-01-13,Microsoft Corporation,"Redmond, WA",Certified-Expired,"Software Developers, Applications, Level II","102,000.00/Year"
A-15195-97797,2016-01-13,Intel Corporation,"Hillsboro, OR",Certified-Expired,"Mechanical Engineers, Level II","71,885.00/Year"
